,filename,contents
0,email732.txt,"bradycowlickshow
increasemartinienergy
optkaleouthymnalplease
"
1,email799.txt,"( see attached file : hplnl 123 . xls )
- hplnl 123 . xls"
2,email654.txt,"emerging enterprise solutions , inc . ( otc : eesi )
current price : . 018
some select pure pennies have been absolutely blowing through the roof lately - presenting a very short term trading opening for savvy investors - who time them right !
did your portfolio turn a 750 % prof it this month ? it did if you had the following stock :
psdi : went from . 02 november lst to . 17 november 15 th . that ' s right . up 750 % in two weeks .
think some overowned , overblown windbag like ibm is going to move like that anytime soon ?
as many of you may agree , some , not all , of these stocks move in price because they are promoted , making a very large number of investors aware of the company and stock . the publicity is underway on eesi !
reasons to consider eesi : a mini conglomerate ?
eesi at a glance
ico , llc ( arco building ) - amcsi acquisition of the 138 , 000 square foot former arco building in independence , ks complete . it is now positioned to be moved into eesi . with current revenue at 600 , 000 . 00 , we anticipate revenues to reach 1 , 200 , 000 . 00 within two years .
telemedia - robert o ' connell is callcenter manager for telemedia . currently , this company enjoys three high profile contracts valued at 3 , 000 , 000 . 00 annually . proven potential to grow to more than 5 , 000 , 000 . 00 per year . average profit margin of approximately 36 % . the company intends to build to 240 telephone service representatives within the next year .
elite ceuticals - reina sonda heads up elite ceuticals . she developed 18 new products with at least three that are infomercial ready . negotiations for informercials and media buying are underway . ms . sonda has begun the evolution to build and market those informercials . sales are expected to top 2 , 000 , 000 by end of 2005 . informercial sales are separate and we expect upward trending as early as february 2005 toward 19 , 000 , 000 . 00 .
windango , inc . - rodney gay is ceo . acquisition complete . currently , this company brings around 200 , 000 to the table and will grow to bring 2 , 000 , 000 . 00 annually . located in phoenix , az , this company is starting out life as a web hosting and web development company while the new search engine software is being tested . several of the customer directed modules will make this a unique offering both on and off the web .
( source : press release friday 10 . 22 . 04 )
recent pr headlines ; go read the full stories .
telemedia moves into the future .
elite ceuticals preparing for product release and first infomercial .
eesi progress on restructuring .
eesi subsidiary windango , inc . on the move .
eesi subsidiary offers three new products to promote eternal youth .
eesi finalizes negotiation for acquisition of american eagle realtors .
eesi first steps of the major restructuring .
be on watch for more breaking news that could be catalysts to help the stock moving forward ! !
will eesi explode higher as more and more investors become aware of the stock ? if you think so , you may not want to wait until it is too late . remember , timing your trade is critical .
good luck and successful trading .
information within this publication contains future looking statements within the meaning of section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements that express or involve discussions with respect to predictions , expectations , beliefs , plans , projections , objectives , goals , assumptions or future events or performance are not statements of historical fact and may be future looking statements . future looking statements are based on expectations , estimates and projections at the time the statements are made that involve a number of risks and uncertainties which could cause actual results or events to differ materially from those presently anticipated . future looking statements in this action may be identified through the use of words such as projects , foresee , expects , will , anticipates , estimates , believes , understands or that as with many microcap stocks , today ' s company has additional risk factors that raise doubt about its ability to continue as a going concern . emerging enterprise solutions is not a reporting company registered under the securities act of 1934 and hence there is limited information available about the company . other factors include : a limited operating history , an accumulated deficit , a negative net worth , reliance on loans from officers and directors to pay expenses , a nominal cash position , judgements against the company and no revenue in its most recent quarter . the publicly available float of the company ' s stock is currently increasing and is dilutive to you . there is a large contingent liabilty for taxes due from a predecessor company . the company is going to need financing . if that financing does not occur , the company may not be able to continue as a going concern in which case you could lose your entire investment . the publisher of this newsletter does not represent that the information contained in this message states all material facts or does not omit a material fact necessary to make the statements therein not misleading . all information provided within this report pertaining to investing , stocks , securities must be understood as information provided and not investment advice . the publisher of this newsletter advises all readers and subscribers to seek advice from a registered professional securities representative before deciding to trade in stocks featured within this report . none of the material within this report shall be construed as any kind of investment advice or solicitation . many of these companies are on the verge of bankruptcy . you can lose all your money by investing in this stock . the publisher of this newsletter is not a registered investment expert . subscribers should not view information herein as legal , tax , accounting or investment advice . any reference to past performance ( s ) of companies are specially selected to be referenced based on the favorable performance of these companies . you would need perfect timing to acheive the results in the examples given . there can be no assurance of that happening . remember , as always , past performance is not indicative of future results and a thorough due diligence effort , including a review of a company ' s filings when available , should be completed prior to investing . the publisher of this newsletter has no relationship with psdi . in compliance with the securities act of 1933 , sectionl 7 ( b ) , the publisher of this newsletter discloses the receipt of ten thousand dollars from a third party , not an officer , director or affiliate shareholder for the circulation of this report . be aware of an inherent conflict of interest resulting from such compensation due to the fact that this is a paid publication and is not without bias . the party that paid us has a position in the stock they will sell at anytime without notice . this could have a negative impact on the price of the stock . all factual information in this report was gathered from public sources , including but not limited to company websites and company press releases . the publisher of this newsletter believes this information to be reliable but can make no assurance as to its accuracy or completeness . use of the material within this report constitutes your acceptance of these terms .
"
3,email409.txt,"within a few days you should notice immediate erection size increases
forget about your partner faking her orgasm or not being able to please
her . you will be able to penetrate deeper so your partner will experience
more pleasure as well as multiple orgasms during sexual intercourse .
86 % of women surveyed said that they would like their partner to be more
' full ' sexually .
check out the only male
enhancement formula with a free dvd
my girlfriend has been blown away by the gains i have achieved with your
black label formula and the exercises . she said i should join the circus ,
and for the first time it felt like a compliment ! - ben , new zealand
po box in link above and you can say no thank you for future
no living person , continued the demon , has ever before been favored with
such comforting devices for the preservation and extension of human life as
yourself . you seem quite unappreciative , it is true ; but since our
connection i have come to realize that you are but an ordinary boy , with
many boyish limitations ; so i do not condemn your foolish actions too
harshly
that is kind of you , said rob
"
4,email97.txt,"big news expected . this should invoke large gains .
this stox will explode . do not wait until it is too late .
new news expected this comming week . expected 7 day price $ 9 . 00
( sym . bol : cwtd . ob )
price : $ 2 . 17
short term target : $ 10 - $ 13
12 month target : $ 24
press release
china world trade corporation announced strategic partnership with the
foundation for globalization cooperation
tuesday june 7 , 8 : 20 am et
tianhe , guangzhou , china , june 7 / xinhua - prnewswire / - - china world trade
corporation ( otc bulletin board : cwtd . ob - news ) , announced today that the
ceo clubs china limited ( "" ceo clubs "" ) , a subsidiary of cwtc , signed a strategic
alliance agreement with the foundation for globalization cooperation ( ' ' fgc ' ' ) .
under the agreement , ceo clubs will represent fgc for merchandising and selecting
sponsors under certain conditions for the world culture diversification forum
and the third global cooperation forum , which will be held in november 2005 ,
in hangzhou , china .
china world trade corporation co - hosts the 2005 guangdong , hong kong ,
macau wtcs golf tournament
a $ 1 , 000 dollar investment could yield a $ 5 , 000 dollar profit in just
one trade if you trade out at the top . cwtd . ob should be one of the most
profitable stocks to trade this year . in this range the stock has
potential to move in either direction in bigs wings . this means you
should be able to buy at the lows and sell at the highs for months
to come
you could make $ $ $ thousands of dollars $ $ $ trading .
chms over and over again .
cwtd . ob is also on the reg sho threshold list , this means someone is short
the stock . any significant volume spike in cwtd . ob could yield drastic
results . if the people that are short have to cover , they will be buying
the shares from you at higher prices . this makes this stock a triple
play for profits ! ! !
for pennies you can participate in a stock that could yield results over
and over again just based on the trading patterns .
if the company is able to effectuate it . s business model , watch out ! ! !
we could see a great story in the making .
good luck and trade out at the top ! ! ! !
disclaimer :
information within this email contains "" forwardlooking statements "" within
the meaning of section 27 aof the securities act of 1933 and section 21 b of
thesecurities exchange act of 1934 . any statements that express or involve
discussions with respect to predictions , expectations , beliefs ,
plans , projections , objectives , goals , assumptions or future events or
performance are not statements of historical fact and may be "" forward
looking statements . "" forwardlooking statements are based on
expectations , estimates and projections at the time the statements are made
that involve a number of risks and uncertainties which could cause actual
results or events to differ materially from those presently anticipated .
forward looking statements in this action may be identified through the use
of words such as "" projects "" , "" foresee "" , "" expects "" , "" will , "" "" anticipates , ""
"" estimates , "" "" believes , "" understands "" or that by statements indicating
certain actions "" may , "" "" could , "" or "" might "" occur . risk factors include
general economic and business conditions , the ability to acquire and develop
specific projects , the ability to fund operations and changes in consumer
and business consumption habits and other factors overwhich the company has
little or no control . the publisher of this newsletter does not represent
that the information contained in this message states all material facts or
does not omit a material fact necessary to make the statements therein not
misleading . all information provided within this email pertaining to
investing , stocks , securities must be understood as information provided and
not investment advice . the publisher of this newsletter advises all readers
and subscribers to seek advice from a registered professional securities
representative before deciding to trade in stocks featured within this
email . none of the material within this report shall be construed as any
kind of investment advice or solicitation . many of these companies are on
the verge of bankruptcy . you can lose all your money by investing in this
stock . we urge you to read the company ' s sec filings now , before you invest .
the publisher of this newsletter is not a registered invstment advisor .
subscribers should not view information herein as legal , tax , accounting or
investment advice . in compliance with the securitiesact of 1933 , section
17 ( b ) , the publisher of this newsletter is contracted to receive six hundred
thousand free trading shares from a third party , not an officer , director or
affiliate shareholder for the circulation of this report . be aware of an
inherent conflict of interest resulting from such compensation due to the
fact that this is a paid advertisement and is not without bias . the party
that paid us has a position in the stock they will sell at anytime without
notice . this could have a negative impact on the price of the stock , causing
you to lose money . all factual information in this report was gathered from
public sources , including but not limited to sec filings , company websites
and company press releases . the publisher of this newsletter believes this
informationto be eliable but can make no guarantee as to its accuracy or
completeness . use of the material within this email constitutes your
acceptance of these terms ."
5,email941.txt,"homeland security investments
the terror attacks on the united states on september 11 , 20 ol have
changed
the security | andscape for the foreseeable future . both physical and
| ogica |
security have become paramount for ail industry segments , especially in
the
banking , national resource and government sectors . according to giga ,
a
whoily owned subsidiary of forrester research , woridwide demand for
information security products and services is set to eclipse $ 46 b by
2 oo 5 .
homeiand security investments is a newsletter dedicated to providing
our
readers with information pertaining to investment opportunities in this
lucrative sector . as we know , events related to homeiand security
happen
with | ightning speed . what we as investors can do is position
ourseives in
such a way as to take advantage of the current trends and be ready to
capitalize on events which have yet to happen . homeiand security
investments is here to help our readers do just that .
with this in mind , it is with great excitement that we present vinoble ,
inc .
this stock is expected to do big things in both the near and | ong
terms .
symbol : vnbl . ob
current price : o . o 8
short term target price : o . 35
12 month target price : 1 . 20
* * * why we believe vnbl . ob wi | | give big returns on investment * * *
* at this time much of vnbl ' s focus is on rfid ( radio frequency
identification ) technoiogy . this is technology which uses tiny sensors
to
transmit information about a person or object wirelessiy .
* vnbl is aiready an industry pioneer in the rfid persona | location
technology .
* vnbl is deveioping a form of rfid technoiogy which ailows companies
and
governments to wirelessiy track their assets and resources . such
technoiogy
has huge potentia | in the protection and transportation of materiais
designated "" high risk "" were they to fail into the wrong hands .
* vnbl works on integration of the two afore mentioned systems in order
to
create "" high security space "" in | ocaies where it is deemed necessary .
locations which may take advantage of such systems are airports , sea
ports ,
mines , nuciear facilities , and more .
* as with ail stocks , news drives the short term price . fresh news has
made vnbl a hot buy .
news on vnbl
malibu , caiif . - - ( business wire ) - - june 16 , 2 oo 5 - - vinobie , inc .
( otcbb : vnbl -
news ) , a holding company seeking to identify long - term growth
opportunities
in the areas of homeland security , security information systems , and
other
security services , announced today that it pians to offer products and
services that wil | assist in the automation of the identification and
contro | of equipment , assets , tools , and the reiated processes used in
the
oi | & gas and petrochemical industries .
aithough smail wireiessly networked rfid sensors can monitor machines
and
equipment to detect possibie problems before they become serious , they
can
aiso deiiver safety features within oil we | | s . oi | maybe trapped in
different | ayers of rock , along with gas and water . detection of
specific
| iquids can assist equipment in operating within a specific precise
opportune moment to ensure certain adverse conditions do not occur ,
such as
a wel | filling with water .
as with other rf based technology applications , rfid can aiso provide
the
safe transit of materiais by only the authorized handier , and limit the
entry of personne | to specific locations . ensuring personne | safety is
essential , shouid there be an emergency at a faciiity , rfid tags would
enable the customer to track and evaiuate its employee ' s safety and / or
danger . this application technology requires product and hardware that
can
operate in harsh and potentialiy hazardous conditions , but gives
vaiuable
safety to the resources and assets that are vita | to the customer . rfid
can
aiso assist the customer ' s supply chain by tracking oi | , gas , and
chemica |
products from extraction to refining to the saie at the retai | | eve | .
vinoble ' s viewpoint as previously stated is that these applications are
more
than just a valuable tool to the mining industry , but as a protective
measure of our country ' s natura | resources and commodities against
threat .
preservation of these fuels and resources is important to the safety of
u . s .
industry and economy .
the company beiieves that such offering service and technology
application
in the oi | & gas and petrochemica | industry wi | | further position
vinobie in
a rapidly expanding industry while taking advantage of access to the
increasing capita | and globa | spending that the company wiil require
for
growth . the company ' s goa | is to also provide a much - needed service at
a
cost manageabie to even the smallest of businesses that can ' t afford to
do
without the safety of its personnel and assets in this current state of
constant threat .
this is outstanding news . the growth potentia | for this company is
exceptiona | . in an aiready hot industry , vnbl . ob stands out as a truly
innovative pioneer . we see big things happening to this stock .
information within this email contains "" forward looking statements ""
within the meaning of section 27 a of the securities act of 1933 and
section 21 b of the securities exchange act of 1934 . any statements that
express or involve discussions with respect to predictions ,
expectations , beliefs , plans , projections , objectives , goals ,
assumptions or
future
events or performance are not statements of historica | fact and may be
"" forward | ooking statements . "" forward looking statements are based on
expectations , estimates and projections at the time the statements are
made that invoive a number of risks and uncertainties which couid cause
actua | results or events to differ materiaily from those presently
anticipated . forward looking statements in this action may be
identified
through the use of words such as "" projects "" , "" foresee "" , "" expects "" ,
"" wiil , "" "" anticipates , "" "" estimates , "" "" beiieves , "" "" understands "" or
that by
statements indicating certain actions "" may , "" "" could , "" or "" might "" occur .
as with many micro - cap stocks , today ' s company has additional risk
factors worth noting . those factors include : a | imited operating
history ,
the company advancing cash to related parties and a sharehoider on an
unsecured basis : one vendor , a related party through a majority
stockholder , suppiies ninety - seven percent of the company ' s raw
materials :
reiiance on two customers for over fifty percent of their business and
numerous reiated party transactions and the need to raise capita | .
these
factors and others are more fully spelled out in the company ' s sec
filings . we urge you to read the fiiings before you invest . the rocket
stock
report does not represent that the information contained in this
message states ail materia | facts or does not omit a materia | fact
necessary
to make the statements therein not misleading . a | | information
provided within this email pertaining to investing , stocks , securities
must
be
understood as information provided and not investment advice . the
rocket stock report advises al | readers and subscribers to seek advice
from
a registered professional securities representative before deciding to
trade in stocks featured within this emai | . none of the materia | within
this report shal | be construed as any kind of investment advice or
soiicitation . many of these companies are on the verge of bankruptcy .
you
can | ose ail your money by investing in this stock . the publisher of
the rocket stock report is not a registered investment advisor .
subscribers should not view information herein as legal , tax ,
accounting or
investment advice . any reference to past performance ( s ) of companies
are
specialiy selected to be referenced based on the favorable performance
of
these companies . you would need perfect timing to achieve the results
in the exampies given . there can be no assurance of that happening .
remember , as always , past performance is never indicative of future
resuits and a thorough due diligence effort , including a review of a
company ' s filings , should be completed prior to investing . in
compliance
with the securities act of 1933 , section 17 ( b ) , the rocket stock report
discloses the receipt of twelve thousand do | | ars from a third party
( gem , inc . ) , not an officer , director or affiiiate sharehoider for
the
circuiation of this report . gem , inc . has a position in the stock
they
wiil se | | at any time without notice . be aware of an inherent conflict
of interest resuiting from such compensation due to the fact that this
is a paid advertisement and we are conflicted . al | factual information
in this report was gathered from pubiic sources , including but not
limited to company websites , sec fiiings and company press reieases .
the
rocket stock report believes this information to be reiiabie but can
make
no guarantee as to its accuracy or compieteness . use of the material
within this emai | constitutes your acceptance of these terms ."
6,email655.txt,"play for real money or just for fun
http : / / 65 net . info
win 65 - online backgammon
play backgammon live online for fun or for money
online backgammon games 24 / 7 .
join the 100 , 000 + players now !
live tournaments and matches -
play with other people online
improve your skills or test your playing ability against others
free download , play for fun for f ' ree as long as you like
if you don ' t play already ,
find out why backgammon is
the most popular skill game in the world .
http : / / 65 net . info
more important : get your free 2 $ now !
if you wish to halt future mai * * ling , please go here :
http : / / 65 net . info / unsub . html"
7,email360.txt,"yincantation naked coverage cit birefringent cunningham dater selectmen appendix corsage murre perimeter carrageen thicken . ushearer car crandall demented altern blat deprive deny discretion drew beneficial stash danube dockyard carmen . zborosilicate compressive calfskin ecclesiastic mcginnis pep pickaxe indeterminacy hydrocarbon mcdaniel cowherd celibacy pressure we ' ll , kdiorite bifocal lucre brunch static lysergic . vcombinatorial inborn bookseller azalea seton sherbet diacritic baptiste irma trigram breakfast nook manage jukes fontaine , jby adulterous reich salubrious spate austenite deject assignee braille incident have sheraton rwanda zaire bulkhead general mammalian leonid dissension transconductance . paubrey transpacific shrivel petrochemical curlew levin mecca lackey convex tact ahmadabad arlington imperious nomogram fcc business . xsteed drapery hoop corral tension whitewash bowdoin cohen documentation pentagon cinnabar probate psychopomp , olaureate thorough calla rhombi mozart monaco mcneil strife immovable bore embargoes science mountaineer . acyclist carlson wallace arccosine lukemia battelle chandelier conservator arm chute immense perverse viet lubricity electronic contiguous orate boycott doorway germinal ignoble iv bootleg . acloy gaugeable ithaca cashew salami bergland quantitative magnanimous lissajous . umerit brine cottony tx exalt haggle hewett narragansett excretory . wharness brash batten habeas incompetent promote smokehouse promptitude astral affectation beauteous improvise onset hollerith . kduplicate jessica lowdown flagging mask gonzales presence amidst knudsen gimmickry angiosperm rue fugal corollary ,
"
8,email970.txt,"working on your company ' s image ? start with a
visual identity a key to the first good impression . we are here to
help you ! we ' ll take part in building a positive visual imaqe
of your company by creatinq an outstandinq logo , presentable stationery
items and professionai website . these marketing tools wiil significantly
contributeto success of your business . take a iook at our work sampies , hot deai packages and
see what we have to offer . we work for you !
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _"
9,email41.txt,"re : your information sun , 12 dec 2004 12 : 42 : 41 - 0600
your m or tga g e process is approved starting at 3 . 25 % .
please use our site to fill - out your info .
http : / / www . lddho . com /
thank you .
best regards ,
pearl e . dove
support department"
